iso_o,iso_d,year,FLOW_T,FLOW_TU,FLOW_TP,fx_GBR,fx_EDEU
EDEU,SWE,1965,242000000,60500000,21607150,.35714298,4
EDEU,SWE,1966,248900000,62225000,22223222,.35714298,4
EDEU,SWE,1967,278200000,69550000,25184288,.36210334,4
EDEU,SWE,1968,311700000.0000001,77925000,32468774,.41666698,4
EDEU,SWE,1969,372100000,94361792,39317444,.41666698,3.9433334
EDEU,SWE,1970,410100000,112049176,46687192,.41666698,3.6600001
EDEU,SWE,1971,425900000,121429200,49897716,.41092023,3.5073936
EDEU,SWE,1972,444400000,139369696,55802300,.40039048,3.1886415
EDEU,SWE,1973,530700000.0000001,198570672,81050776,.40817094,2.6726
EDEU,SWE,1974,820900000.0000001,317225408,135695200,.42775643,2.58775
EDEU,SWE,1975,992800000,403529408,182411904,.45204118,2.4602916
EDEU,SWE,1976,1152200000,457585408,254650784,.55650985,2.5179999
EDEU,SWE,1977,1189600000,512276512,293673760,.57327199,2.3221834
EDEU,SWE,1978,1073700000,534544768,278767552,.52150458,2.008625
EDEU,SWE,1979,1004500000,548043584,258775856,.47218117,1.8328834
EDEU,SWE,1980,1486500000,817806720,351898144,.43029499,1.8176666
EDEU,SWE,1981,1584100000,700929216,348811328,.49764132,2.26
EDEU,SWE,1982,2224500000,916717888,524772256,.57244682,2.4265916
EDEU,SWE,1983,1633400000,639731584,422046656,.65972459,2.5532584
EDEU,SWE,1984,1931700000,678755968,510293280,.75180668,2.8459418
EDEU,SWE,1985,1682600000,571541824,445371680,.77924597,2.9439666
EDEU,SWE,1986,1433400000,660101760,450319648,.68219733,2.1714833
EDEU,SWE,1987,1983400000,1103487872,675253440,.6119265,1.7973917
EDEU,SWE,1988,1781400000,1014334720,570228672,.56217015,1.756225
EDEU,SYR,1953,422401.5000000001,100571.79,35918.508,.35714298,4.1999998
EDEU,SYR,1954,1238834.25,294960.56,105343.09,.35714298,4.1999998
EDEU,SYR,1955,3617732.250000001,861364.88,307630.44,.35714298,4.1999998
EDEU,SYR,1956,10532718,2507790,895639.63,.35714298,4.1999998
EDEU,SYR,1957,15326239.5,3649104.8,1303252.1,.35714298,4.1999998
EDEU,SYR,1958,11717030,2789769.3,996346.5,.35714298,4.1999998
EDEU,SYR,1959,23041780,5486138.5,1959335.9,.35714298,4.1999998
EDEU,SYR,1960,13900000,3309524,1181973.3,.35714298,4.1999998
EDEU,SYR,1961,13200000,3272727.3,1168831.6,.35714298,4.0333333
EDEU,SYR,1962,12000000,3000000,1071429,.35714298,4
EDEU,SYR,1963,12300000,3075000,1098214.6,.35714298,4
EDEU,SYR,1964,10000000,2500000,892857.44,.35714298,4
EDEU,SYR,1965,15600000,3900000,1392857.6,.35714298,4
EDEU,SYR,1966,19100000,4775000,1705357.8,.35714298,4
EDEU,SYR,1967,19900000,4975000,1801464.1,.36210334,4
EDEU,SYR,1968,27300000,6825000,2843752.3,.41666698,4
EDEU,SYR,1969,51600000,13085376,5452244,.41666698,3.9433334
EDEU,SYR,1970,67000000,18306010,7627510,.41666698,3.6600001
EDEU,SYR,1971,48200000,13742398,5647029.5,.41092023,3.5073936
EDEU,SYR,1972,81300000,25496752,10208657,.40039048,3.1886415
EDEU,SYR,1973,98600000,36892912,15058615,.40817094,2.6726
EDEU,SYR,1974,164600000,63607380,27208466,.42775643,2.58775
EDEU,SYR,1975,211200000,85843480,38804788,.45204118,2.4602916
EDEU,SYR,1976,348600000,138443216,77045016,.55650985,2.5179999
EDEU,SYR,1977,344400000,148308704,85021224,.57327199,2.3221834
EDEU,SYR,1978,405700000,201978960,105332952,.52150458,2.008625
EDEU,SYR,1979,436600000,238203920,112475408,.47218117,1.8328834
EDEU,SYR,1980,388300000,213625536,91922000,.43029499,1.8176666
EDEU,SYR,1981,429800000,190176992,94639928,.49764132,2.26
EDEU,SYR,1982,571900000,235680368,134914480,.57244682,2.4265916
EDEU,SYR,1983,651600000,255203312,168363904,.65972459,2.5532584
EDEU,SYR,1984,330900000,116270824,87413184,.75180668,2.8459418
EDEU,SYR,1985,326400000,110870824,86395640,.77924597,2.9439666
EDEU,SYR,1986,331700000,152752736,104207512,.68219733,2.1714833
EDEU,SYR,1987,309900000,172416512,105506232,.6119265,1.7973917
EDEU,SYR,1988,218800000,124585408,70038200,.56217015,1.756225
EDEU,THA,1970,1600000,437158.47,182149.5,.41666698,3.6600001
EDEU,THA,1975,900000,365810.28,165361.31,.45204118,2.4602916
EDEU,THA,1980,10900000,5996699,2580349.5,.43029499,1.8176666
EDEU,THA,1981,16700000,7389380.5,3677261,.49764132,2.26
EDEU,THA,1982,10000000,4121006.5,2359057,.57244682,2.4265916
EDEU,THA,1983,16400000,6423165,4237520,.65972459,2.5532584
EDEU,THA,1984,16300000,5727454,4305938,.75180668,2.8459418
EDEU,THA,1985,22000000,7472911,5823236,.77924597,2.9439666
EDEU,THA,1986,20100000,9256346,6314654.5,.68219733,2.1714833
EDEU,THA,1987,25200000,14020317,8579403,.6119265,1.7973917
EDEU,THA,1988,39900000,22719184,12772047,.56217015,1.756225
EDEU,TUN,1955,34674.75000000001,8255.8936,2948.5344,.35714298,4.1999998
EDEU,TUN,1958,312890,74497.625,26606.305,.35714298,4.1999998
EDEU,TUN,1959,154110,36692.859,13104.598,.35714298,4.1999998
EDEU,TUN,1960,300000.0000000001,71428.578,25510.215,.35714298,4.1999998
EDEU,TUN,1961,2900000,719008.25,256788.75,.35714298,4.0333333
EDEU,TUN,1962,1600000,400000,142857.19,.35714298,4
EDEU,TUN,1963,3200000,800000,285714.38,.35714298,4
EDEU,TUN,1964,4200000,1050000,375000.13,.35714298,4
EDEU,TUN,1965,11700000,2925000,1044643.3,.35714298,4
EDEU,TUN,1966,6699999.999999999,1675000,598214.5,.35714298,4
EDEU,TUN,1967,6699999.999999999,1675000,606523.13,.36210334,4
EDEU,TUN,1968,15000000,3750000,1562501.3,.41666698,4
EDEU,TUN,1970,10300000,2814207.5,1172587.4,.41666698,3.6600001
EDEU,TUN,1971,8100000,2309407.3,948982.19,.41092023,3.5073936
EDEU,TUN,1972,4600000,1442620.6,577611.56,.40039048,3.1886415
EDEU,TUN,1973,4800000,1796003.9,733076.56,.40817094,2.6726
EDEU,TUN,1974,9300000,3593855.8,1537294.9,.42775643,2.58775
EDEU,TUN,1975,13400000,5446509,2462046.3,.45204118,2.4602916
EDEU,TUN,1976,15400000,6115965.5,3403595,.55650985,2.5179999
EDEU,TUN,1977,29200000,12574373,7208536,.57327199,2.3221834
EDEU,TUN,1978,25300000,12595681,6568705.5,.52150458,2.008625
EDEU,TUN,1979,44100000,24060450,11360891,.47218117,1.8328834
EDEU,TUN,1980,60700000,33394462,14369470,.43029499,1.8176666
EDEU,TUN,1981,15100000,6681416,3324948.8,.49764132,2.26
EDEU,TUN,1982,9100000,3750116,2146742,.57244682,2.4265916
EDEU,TUN,1983,12600000,4934870.5,3255655.5,.65972459,2.5532584
EDEU,TUN,1984,31100000,10927841,8215624,.75180668,2.8459418
EDEU,TUN,1985,16600000,5638651,4393896,.77924597,2.9439666
EDEU,TUN,1986,24900000,11466816,7822631.5,.68219733,2.1714833
EDEU,TUN,1987,35200000,19583934,11983928,.6119265,1.7973917
EDEU,TUN,1988,51200000,29153440,16389194,.56217015,1.756225
EDEU,TUR,1953,10980337.5,2614366.3,933702.56,.35714298,4.1999998
EDEU,TUR,1954,51920709.75000001,12362074,4415028,.35714298,4.1999998
EDEU,TUR,1955,109242274.5,26010066,9289313,.35714298,4.1999998
EDEU,TUR,1956,123118479,29313924,10469262,.35714298,4.1999998
EDEU,TUR,1957,145888231.5,34735296,12405467,.35714298,4.1999998
EDEU,TUR,1958,158794010,37808100,13502898,.35714298,4.1999998
EDEU,TUR,1959,77022310,18338646,6549519,.35714298,4.1999998
EDEU,TUR,1960,43500000,10357143,3698981,.35714298,4.1999998
EDEU,TUR,1961,46300000,11479339,4099765.5,.35714298,4.0333333
EDEU,TUR,1962,26700000,6675000,2383929.5,.35714298,4
EDEU,TUR,1963,45000000,11250000,4017858.5,.35714298,4
EDEU,TUR,1964,53000000,13250000,4732144.5,.35714298,4
EDEU,TUR,1965,57100000,14275000,5098216,.35714298,4
EDEU,TUR,1966,69700000,17425000,6223216.5,.35714298,4
EDEU,TUR,1967,81500000,20375000,7377855.5,.36210334,4
EDEU,TUR,1968,81900000,20475000,8531257,.41666698,4
EDEU,TUR,1969,72000000,18258664,7607782.5,.41666698,3.9433334
EDEU,TUR,1970,67300000,18387978,7661663.5,.41666698,3.6600001
EDEU,TUR,1971,50300000,14341134,5893062,.41092023,3.5073936
EDEU,TUR,1972,55000000,17248724,6906225,.40039048,3.1886415
EDEU,TUR,1973,51100000,19119958,7804211,.40817094,2.6726
EDEU,TUR,1974,75300000,29098638,12447129,.42775643,2.58775
EDEU,TUR,1975,74600000,30321608,13706615,.45204118,2.4602916
EDEU,TUR,1976,111500000,44281176,24642910,.55650985,2.5179999
EDEU,TUR,1977,101200000,43579676,24983008,.57327199,2.3221834
EDEU,TUR,1978,120300000,59891716,31233804,.52150458,2.008625
EDEU,TUR,1979,147700000,80583416,38049972,.47218117,1.8328834
EDEU,TUR,1980,168800000,92866312,39959908,.43029499,1.8176666
EDEU,TUR,1981,137600000,60884956,30298870,.49764132,2.26
EDEU,TUR,1982,164900000,67955400,38900852,.57244682,2.4265916
EDEU,TUR,1983,100800000,39478964,26045244,.65972459,2.5532584
EDEU,TUR,1984,68300000,23999086,18042674,.75180668,2.8459418
EDEU,TUR,1985,45100000,15319467,11937633,.77924597,2.9439666
EDEU,TUR,1986,69500000,32005772,21834252,.68219733,2.1714833
EDEU,TUR,1987,71600000,39835504,24376400,.6119265,1.7973917
EDEU,TUR,1988,72200000,41110904,23111322,.56217015,1.756225
EDEU,TZA,1965,2000000,500000,178571.5,.35714298,4
EDEU,TZA,1966,11100000,2775000,991071.81,.35714298,4
EDEU,TZA,1967,5700000,1425000,515997.25,.36210334,4
EDEU,TZA,1968,5100000,1275000,531250.38,.41666698,4
EDEU,TZA,1969,5500000,1394759.1,581150.06,.41666698,3.9433334
EDEU,TZA,1970,6600000,1803278.6,751366.69,.41666698,3.6600001
EDEU,TZA,1971,4600000,1311515.3,538928.13,.41092023,3.5073936
EDEU,TZA,1972,3300000,1034923.5,414373.5,.40039048,3.1886415
EDEU,TZA,1973,10100000,3779091.5,1542515.4,.40817094,2.6726
EDEU,TZA,1974,4000000,1545744.4,661202.06,.42775643,2.58775
EDEU,TZA,1975,6300000,2560672,1157529.3,.45204118,2.4602916
EDEU,TZA,1976,2200000,873709.31,486227.84,.55650985,2.5179999
EDEU,TZA,1977,2000000,861258.44,493735.34,.57327199,2.3221834
EDEU,TZA,1978,2000000,995706,519265.25,.52150458,2.008625
EDEU,TZA,1979,7400000,4037354.5,1906362.8,.47218117,1.8328834
EDEU,TZA,1980,49100000,27012654,11623410,.43029499,1.8176666
EDEU,TZA,1981,3500000,1548672.6,770683.5,.49764132,2.26
EDEU,TZA,1982,2600000,1071461.8,613354.88,.57244682,2.4265916
EDEU,TZA,1983,2400000,939975.38,620124.88,.65972459,2.5532584
EDEU,TZA,1984,2900000,1018994.8,766087.13,.75180668,2.8459418
EDEU,TZA,1985,600000,203806.66,158815.52,.77924597,2.9439666
EDEU,TZA,1986,500000,230257.36,157080.95,.68219733,2.1714833
EDEU,TZA,1987,600000,333817.06,204271.5,.6119265,1.7973917
EDEU,TZA,1988,1500000,854104.69,480152.16,.56217015,1.756225
EDEU,URY,1953,169170.75,40278.75,14385.273,.35714298,4.1999998
EDEU,URY,1954,107176.5,25518.215,9113.6514,.35714298,4.1999998
EDEU,URY,1955,5179146.750000001,1233130.3,440403.81,.35714298,4.1999998
EDEU,URY,1956,22625799.75000001,5387095.5,1923963.4,.35714298,4.1999998
EDEU,URY,1957,13894067.25,3308111.5,1181468.9,.35714298,4.1999998
EDEU,URY,1958,17045500,4058452.5,1449447.9,.35714298,4.1999998
EDEU,URY,1959,12879860,3066633.5,1095226.6,.35714298,4.1999998
EDEU,URY,1960,13400000,3190476.3,1139456.3,.35714298,4.1999998
EDEU,URY,1961,5300000.000000001,1314049.6,469303.59,.35714298,4.0333333
EDEU,URY,1962,9200000,2300000,821428.88,.35714298,4
EDEU,URY,1963,3200000,800000,285714.38,.35714298,4
EDEU,URY,1964,19500000,4875000,1741072,.35714298,4
EDEU,URY,1965,9399999.999999998,2350000,839286,.35714298,4
EDEU,URY,1966,5700000,1425000,508928.75,.35714298,4
EDEU,URY,1967,3100000,775000,280630.09,.36210334,4
EDEU,USA,1953,76475686.50000002,18208498,6503037.5,.35714298,4.1999998
EDEU,USA,1954,50407629.75000001,12001817,4286364.5,.35714298,4.1999998
EDEU,USA,1955,53282481.75,12686306,4530825,.35714298,4.1999998
EDEU,USA,1956,54836541.00000001,13056320,4662973,.35714298,4.1999998
EDEU,USA,1957,40710257.99999999,9692919,3461758,.35714298,4.1999998
EDEU,USA,1958,49483320.00000001,11781743,4207767,.35714298,4.1999998
EDEU,USA,1959,35510680,8454924,3019616.8,.35714298,4.1999998
EDEU,USA,1960,39400000,9380953,3350341.5,.35714298,4.1999998
EDEU,USA,1961,31600000,7834711,2798112,.35714298,4.0333333
EDEU,USA,1962,20600000,5150000,1839286.4,.35714298,4
EDEU,USA,1963,21500000,5375000,1919643.5,.35714298,4
EDEU,USA,1964,60000000,15000000,5357145,.35714298,4
EDEU,USA,1965,57500000,14375000,5133930.5,.35714298,4
EDEU,USA,1966,144600000,36150000,12910719,.35714298,4
EDEU,USA,1967,142300000,35575000,12881826,.36210334,4
EDEU,USA,1968,130600000,32650000,13604177,.41666698,4
EDEU,USA,1969,129500000,32840236,13683442,.41666698,3.9433334
EDEU,USA,1970,207100000,56584700,23576976,.41666698,3.6600001
EDEU,USA,1971,310400000,88498768,36365936,.41092023,3.5073936
EDEU,USA,1972,302500000,94867984,37984236,.40039048,3.1886415
EDEU,USA,1973,510900000.0000001,191162160,78026840,.40817094,2.6726
EDEU,USA,1974,579100000,223785152,95725536,.42775643,2.58775
EDEU,USA,1975,1086800000,441736256,199682976,.45204118,2.4602916
EDEU,USA,1976,2241600000,890230400,495421984,.55650985,2.5179999
EDEU,USA,1977,829100000,357034688,204677984,.57327199,2.3221834
EDEU,USA,1978,1079800000,537581696,280351328,.52150458,2.008625
EDEU,USA,1979,1353100000,738235712,348580992,.47218117,1.8328834
EDEU,USA,1980,1909100000,1050302592,451939936,.43029499,1.8176666
EDEU,USA,1981,1357600000,600707968,298937120,.49764132,2.26
EDEU,USA,1982,1173600000,483641312,276858944,.57244682,2.4265916
EDEU,USA,1983,894900000,350493312,231229056,.65972459,2.5532584
EDEU,USA,1984,649400000,228184576,171550688,.75180668,2.8459418
EDEU,USA,1985,602600000,204689824,159503728,.77924597,2.9439666
EDEU,USA,1986,684700000,315314432,215106672,.68219733,2.1714833
EDEU,USA,1987,568100000,316069120,193411072,.6119265,1.7973917
EDEU,USA,1988,495700000,282253120,158674272,.56217015,1.756225
EDEU,USSR,1953,3748121919,892410048,318717984,.35714298,4.1999998
EDEU,USSR,1954,4384875368.250001,1044017984,372863712,.35714298,4.1999998
EDEU,USSR,1955,3941486187.75,938449152,335160544,.35714298,4.1999998
EDEU,USSR,1956,4734187749.000001,1127187584,402567136,.35714298,4.1999998
EDEU,USSR,1957,6496517207.250001,1546789888,552425152,.35714298,4.1999998
EDEU,USSR,1958,6498538500.000001,1547271168,552597056,.35714298,4.1999998
EDEU,USSR,1959,7842485110.000001,1867258496,666878272,.35714298,4.1999998
EDEU,USSR,1960,7907400000,1882714368,672398208,.35714298,4.1999998
EDEU,USSR,1961,8326900000,2064520704,737329088,.35714298,4.0333333
EDEU,USSR,1962,9823500000,2455875072,877098560,.35714298,4
EDEU,USSR,1963,10287200000,2571800064,918500352,.35714298,4
EDEU,USSR,1964,10897800000,2724450048,973018240,.35714298,4
EDEU,USSR,1965,10565700000,2641424896,943366400,.35714298,4
EDEU,USSR,1966,11175900000,2793975040,997848576,.35714298,4
EDEU,USSR,1967,11866800000,2966700032,1074252032,.36210334,4
EDEU,USSR,1968,12851600000,3212900096,1338709376,.41666698,4
EDEU,USSR,1969,14287700000,3623254272,1509690368,.41666698,3.9433334
EDEU,USSR,1970,15484500000,4230737664,1762808704,.41666698,3.6600001
EDEU,USSR,1971,16092900000,4588278784,1885416576,.41092023,3.5073936
EDEU,USSR,1972,17623700000,5527024640,2212967936,.40039048,3.1886415
EDEU,USSR,1973,18526500000,6932013568,2829446400,.40817094,2.6726
EDEU,USSR,1974,20102200000,7768215552,3322904064,.42775643,2.58775
EDEU,USSR,1975,26539400000,10787095552,4876211200,.45204118,2.4602916
EDEU,USSR,1976,27785100000,11034591232,6140858880,.55650985,2.5179999
EDEU,USSR,1977,32455700000,13976372224,8012262912,.57327199,2.3221834
EDEU,USSR,1978,34907300000,17378703360,9063073792,.52150458,2.008625
EDEU,USSR,1979,39271100000,21425858560,10116886528,.47218117,1.8328834
EDEU,USSR,1980,42608800000,23441481728,10086752256,.43029499,1.8176666
EDEU,USSR,1981,49888300000,22074468352,10985167872,.49764132,2.26
EDEU,USSR,1982,55164300000,22733244416,13013573632,.57244682,2.4265916
EDEU,USSR,1983,60821300000,23821051904,15715334144,.65972459,2.5532584
EDEU,USSR,1984,67107800000,23580172288,17727731712,.75180668,2.8459418
EDEU,USSR,1985,69940700000,23757299712,18512779264,.77924597,2.9439666
EDEU,USSR,1986,70626400000,32524496896,22188124160,.68219733,2.1714833
EDEU,USSR,1987,68477600000.00001,38098317312,23313369088,.6119265,1.7973917
EDEU,USSR,1988,66469500000,37847941120,21276983296,.56217015,1.756225
EDEU,VEN,1955,1802036.25,429056.28,153234.44,.35714298,4.1999998
EDEU,VEN,1956,2517597.000000001,599427.88,214081.45,.35714298,4.1999998
EDEU,VEN,1957,2846481.75,677733.75,242047.86,.35714298,4.1999998
EDEU,VEN,1958,3437120,818361.94,292272.22,.35714298,4.1999998
EDEU,VEN,1959,2531140,602652.44,215233.09,.35714298,4.1999998
EDEU,VEN,1960,1433690,341354.78,121912.47,.35714298,4.1999998
EDEU,VEN,1961,761210,188729.75,67403.508,.35714298,4.0333333
EDEU,VNM,1953,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,VNM,1954,59892.75000000001,14260.18,5092.9233,.35714298,4.1999998
EDEU,VNM,1955,7213398.75,1717476,613384.5,.35714298,4.1999998
EDEU,VNM,1956,21333377.25,5079376,1814063.5,.35714298,4.1999998
EDEU,VNM,1957,28102308.75,6691026,2389653,.35714298,4.1999998
EDEU,VNM,1958,39022520,9291077,3318243,.35714298,4.1999998
EDEU,VNM,1959,65277260.00000002,15542205,5550789.5,.35714298,4.1999998
EDEU,VNM,1960,75800000,18047620,6445581,.35714298,4.1999998
EDEU,VNM,1961,50400000.00000001,12495868,4462811.5,.35714298,4.0333333
EDEU,VNM,1962,44700000,11175000,3991072.8,.35714298,4
EDEU,VNM,1963,26700000,6675000,2383929.5,.35714298,4
EDEU,VNM,1964,23300000,5825000,2080357.9,.35714298,4
EDEU,VNM,1965,45900000,11475000,4098215.8,.35714298,4
EDEU,VNM,1966,90199999.99999999,22550000,8053574.5,.35714298,4
EDEU,VNM,1967,144000000,36000000,13035720,.36210334,4
EDEU,VNM,1968,176800000,44200000,18416680,.41666698,4
EDEU,VNM,1969,250600000,63550296,26479310,.41666698,3.9433334
EDEU,VNM,1970,170800000,46666664,19444458,.41666698,3.6600001
EDEU,VNM,1971,123100000,35097288,14422186,.41092023,3.5073936
EDEU,VNM,1972,100600000,31549486,12632114,.40039048,3.1886415
EDEU,VNM,1973,147800000,55301952,22572650,.40817094,2.6726
EDEU,VNM,1974,173400000,67008020,28663112,.42775643,2.58775
EDEU,VNM,1975,224400000,91208696,41230088,.45204118,2.4602916
EDEU,VNM,1976,243100000,96544880,53728176,.55650985,2.5179999
EDEU,VNM,1977,266900000,114934936,65888980,.57327199,2.3221834
EDEU,VNM,1978,317600000,158118112,82459320,.52150458,2.008625
EDEU,VNM,1979,347600000,189646544,89547528,.47218117,1.8328834
EDEU,VNM,1980,322700000,177535296,76392552,.43029499,1.8176666
EDEU,VNM,1981,243900000,107920352,53705628,.49764132,2.26
EDEU,VNM,1982,320300000,131995840,75560600,.57244682,2.4265916
EDEU,VNM,1983,308600000,120865168,79737720,.65972459,2.5532584
EDEU,VNM,1984,373800000,131344920,98745984,.75180668,2.8459418
EDEU,VNM,1985,449200000,152583248,118899880,.77924597,2.9439666
EDEU,VNM,1986,475500000,218974752,149383984,.68219733,2.1714833
EDEU,VNM,1987,416600000,231780320,141832512,.6119265,1.7973917
EDEU,VNM,1988,509500000,290110880,163091680,.56217015,1.756225
EDEU,WDEU,1950,588945375,140392784,50140296,.35714298,4.194983
EDEU,WDEU,1951,331091325.0000001,78925544,28187704,.35714298,4.194983
EDEU,WDEU,1952,331721775,79075832,28241378,.35714298,4.194983
EDEU,WDEU,1953,556477200,132494576,47319508,.35714298,4.1999998
EDEU,WDEU,1954,876745800,208749008,74553240,.35714298,4.1999998
EDEU,WDEU,1955,1124512650,267741120,95621864,.35714298,4.1999998
EDEU,WDEU,1956,1261740600,300414432,107290904,.35714298,4.1999998
EDEU,WDEU,1957,1632970575,388802528,138858096,.35714298,4.1999998
EDEU,WDEU,1958,1687189275,401711744,143468528,.35714298,4.1999998
EDEU,WDEU,1959,1926339975,458652384,163804480,.35714298,4.1999998
EDEU,WDEU,1960,1911400000,455095264,162534080,.35714298,4.1999998
EDEU,WDEU,1961,1779100000,441099168,157535472,.35714298,4.0333333
EDEU,WDEU,1962,1708300000,427075008,152526848,.35714298,4
EDEU,WDEU,1963,1849000000,462249984,165089344,.35714298,4
EDEU,WDEU,1964,2190800000,547699968,195607200,.35714298,4
EDEU,WDEU,1965,2341700000,585425024,209080448,.35714298,4
EDEU,WDEU,1966,2757000000,689249984,246160800,.35714298,4
EDEU,WDEU,1967,2537500000,634374976,229709296,.36210334,4
EDEU,WDEU,1968,2637200000,659299968,274708544,.41666698,4
EDEU,WDEU,1969,3489100000,884809792,368671040,.41666698,3.9433334
EDEU,WDEU,1970,4050000000,1106557312,461065888,.41666698,3.6600001
EDEU,WDEU,1971,4294600000,1224441984,503148000,.41092023,3.5073936
EDEU,WDEU,1972,4827700000,1514030336,606203328,.40039048,3.1886415
EDEU,WDEU,1973,4935200000,1846591360,753724928,.40817094,2.6726
EDEU,WDEU,1974,5997299999.999999,2317573120,991356800,.42775643,2.58775
EDEU,WDEU,1975,6474600000,2631639296,1189609344,.45204118,2.4602916
EDEU,WDEU,1976,7360000000,2922954752,1626653056,.55650985,2.5179999
EDEU,WDEU,1977,7751000000,3337807104,1913471360,.57327199,2.3221834
EDEU,WDEU,1978,7972700000,3969232640,2069972992,.52150458,2.008625
EDEU,WDEU,1979,8708700000,4751366144,2243505664,.47218117,1.8328834
EDEU,WDEU,1980,10077300000,5544086016,2385592320,.43029499,1.8176666
EDEU,WDEU,1981,11047200000,4888141824,2432541440,.49764132,2.26
EDEU,WDEU,1982,12527400000,5162549760,2955285248,.57244682,2.4265916
EDEU,WDEU,1983,13559600000,5310704128,3503602176,.65972459,2.5532584
EDEU,WDEU,1984,13791600000,4846058496,3643299072,.75180668,2.8459418
EDEU,WDEU,1985,14993800000,5093060608,3968747008,.77924597,2.9439666
EDEU,WDEU,1986,13083600000,6025190400,4110368768,.68219733,2.1714833
EDEU,WDEU,1987,12522300000,6966928896,4263248384,.6119265,1.7973917
EDEU,WDEU,1988,12425000000,7074833920,3977260544,.56217015,1.756225
EDEU,YEM,1953,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1954,0,0,0,.35714298,4.1999998
EDEU,YEM,1955,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1956,1050.75,250.17859,89.349525,.35714298,4.1999998
EDEU,YEM,1957,105075,25017.857,8934.9521,.35714298,4.1999998
EDEU,YEM,1958,2657230,632673.81,225955.02,.35714298,4.1999998
EDEU,YEM,1959,2204240,524819.06,187435.45,.35714298,4.1999998
EDEU,YEM,1960,1153490,274640.5,98085.93,.35714298,4.1999998
EDEU,YEM,1961,420300,104206.61,37216.66,.35714298,4.0333333
EDEU,YUG,1954,6134278.500000001,1460542.6,521622.56,.35714298,4.1999998
EDEU,YUG,1955,15264245.25,3634344.3,1297980.5,.35714298,4.1999998
EDEU,YUG,1956,28925046,6886916,2459613.8,.35714298,4.1999998
EDEU,YUG,1957,61962727.5,14753031,5268941.5,.35714298,4.1999998
EDEU,YUG,1958,207273280,49350784,17625286,.35714298,4.1999998
EDEU,YUG,1959,227158140,54085272,19316176,.35714298,4.1999998
EDEU,YUG,1960,329400000,78428576,28010216,.35714298,4.1999998
EDEU,YUG,1961,278300000,69000000,24642866,.35714298,4.0333333
EDEU,YUG,1962,299799999.9999999,74950000,26767866,.35714298,4
EDEU,YUG,1963,363400000,90850000,32446440,.35714298,4
EDEU,YUG,1964,552700000,138175008,49348236,.35714298,4
EDEU,YUG,1965,584600000,146150000,52196448,.35714298,4
EDEU,YUG,1966,644600000,161150000,57553592,.35714298,4
EDEU,YUG,1967,551900000,137975008,49961212,.36210334,4
EDEU,YUG,1968,560400000,140100000,58375044,.41666698,4
EDEU,YUG,1969,499500000,126669480,52778992,.41666698,3.9433334
EDEU,YUG,1970,568900000,155437152,64765528,.41666698,3.6600001
EDEU,YUG,1971,818700000,233421200,95917496,.41092023,3.5073936
EDEU,YUG,1972,866300000,271683104,108779328,.40039048,3.1886415
EDEU,YUG,1973,836200000,312878848,127708056,.40817094,2.6726
EDEU,YUG,1974,1186600000,458545088,196145616,.42775643,2.58775
EDEU,YUG,1975,1557700000,633136320,286203680,.45204118,2.4602916
EDEU,YUG,1976,1709000000,678713280,377710624,.55650985,2.5179999
EDEU,YUG,1977,2082700000,896871488,514151296,.57327199,2.3221834
EDEU,YUG,1978,2155400000,1073072384,559612160,.52150458,2.008625
EDEU,YUG,1979,2324200000,1268056704,598752512,.47218117,1.8328834
EDEU,YUG,1980,2811700000,1546873344,665611840,.43029499,1.8176666
EDEU,YUG,1981,2856100000,1263761024,628899712,.49764132,2.26
EDEU,YUG,1982,2950200000,1215779328,695969024,.57244682,2.4265916
EDEU,YUG,1983,3134100000,1227490304,809805568,.65972459,2.5532584
EDEU,YUG,1984,3039100000,1067871488,802832896,.75180668,2.8459418
EDEU,YUG,1985,2474700000,840600576,655034624,.77924597,2.9439666
EDEU,YUG,1986,2526500000,1163490432,793730048,.68219733,2.1714833
EDEU,YUG,1987,2673000000,1487155072,910029568,.6119265,1.7973917
EDEU,YUG,1988,2896800000,1649447040,927269888,.56217015,1.756225
EDEU,ZAF,1955,6047066.25,1439777.8,514206.53,.35714298,4.1999998
EDEU,ZAF,1956,8724377.250000002,2077232.8,741869.13,.35714298,4.1999998
EDEU,ZAF,1957,16150027.5,3845244.8,1373302.3,.35714298,4.1999998
EDEU,ZAF,1958,10889973,2592850.8,926018.44,.35714298,4.1999998
EDEU,ZMB,1970,300000,81967.211,34153.031,.41666698,3.6600001
EDEU,ZMB,1975,100000,40645.59,18373.48,.45204118,2.4602916
EDEU,ZMB,1980,95500000,52539888,22607650,.43029499,1.8176666
EDEU,ZMB,1983,33800000,13237986,8733425,.65972459,2.5532584
EDEU,ZMB,1984,33700000,11841423,8902461,.75180668,2.8459418
EDEU,ZMB,1985,31700000,10767785,8390753,.77924597,2.9439666
EDEU,ZMB,1986,104600000,48169840,32861336,.68219733,2.1714833
EDEU,ZMB,1987,68800000,38277688,23423132,.6119265,1.7973917
EDEU,ZMB,1988,32200000,18334780,10307266,.56217015,1.756225
EDEU,ZWE,1982,500000,206050.33,117952.86,.57244682,2.4265916
